Company,Strategy,Investment Approach,AUM (INR Cr.),1 Month,3 Month,6 Month,1 Year,2 Year,3 Year,4 Year,5 Year,Since Inception
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,DEBT,PMS for PFs and Special Mandates,27006.39152,0.58,1.72,3.48,0,0,0,0,0,7.08
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED INP000000597,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,0,0,0,0,0,5.36
UNIFI CAPITAL PRIVATE LIMITED INP000000613,DEBT,,,,,,,,,,,
UNIFI CAPITAL PRIVATE LIMITED INP000000613,DEBT,HIGH YIELD STRATEGY,441.13,0.7,1.88,4.17,9.09,9.41,9.1,0,0,9.23
UNIFI CAPITAL PRIVATE LIMITED INP000000613,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,4.75,10.72,10.16,10.82,0,0,12.62
UNIFI CAPITAL PRIVATE LIMITED INP000000613,DEBT,High Yield Strategy (Alternate Debt /EAF),4,1.46,4.74,7.94,12.72,10.69,10.11,9.38,9.16,12.08
UNIFI CAPITAL PRIVATE LIMITED INP000000613,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,4.75,10.72,10.16,10.82,11.69,9.25,1.9
UNIFI CAPITAL PRIVATE LIMITED INP000000613,DEBT,OTHERS,204.87,3.08,0.48,5.18,2.23,8.38,8.17,6.36,11.89,11.91
UNIFI CAPITAL PRIVATE LIMITED INP000000613,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,4.75,10.72,10.16,10.82,11.69,9.25,2.02
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,DEBT,,,,,,,,,,,
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,DEBT,Kotak Evolv Liquid Investment Approach,24.37,0.49,1.3,2.71,6.15,6.8,0,0,0,6.9
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.17,6.77,8.11,0,0,0,7.44
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,DEBT,Kotak Liquid Investment Approach,1.63,0.46,1.33,2.77,6.28,6.68,0,0,0,6.7
KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD INP000000837,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.1,0,0,0,7.81
SBI FUNDS MANAGEMENT LIMITED INP000000852,DEBT,,,,,,,,,,,
SBI FUNDS MANAGEMENT LIMITED INP000000852,DEBT,PMS Services to PF and Institutional Treasuries (Debt),403.032,0.6,1.81,3.67,7.43,7.51,7.51,7.46,7.45,7.6
SBI FUNDS MANAGEMENT LIMITED INP000000852,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.28,8.47,8.1,6.39,5.88,7.2
BONANZA PORTFOLIO LIMITED INP000000985,DEBT,,,,,,,,,,,
BONANZA PORTFOLIO LIMITED INP000000985,DEBT,BONANZA PRIMA FUND CONSERVATIVE,1.2,3.04,3.84,8.66,3.15,0,0,0,0,10.03
BONANZA PORTFOLIO LIMITED INP000000985,DEBT,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,0,0,0,0,10.26
KARMA CAPITAL ADVISORS PVT. LTD. INP000001223,DEBT,,,,,,,,,,,
KARMA CAPITAL ADVISORS PVT. LTD. INP000001223,DEBT,KARMA CAPITAL LIQUID,2.86993,0.48,0,0,0,0,0,0,0,0.92
KARMA CAPITAL ADVISORS PVT. LTD. INP000001223,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0,0,0,0,0,0,0,0.87
HSBC ASSET MANAGEMENT (INDIA) PVT. LTD. INP000001322,DEBT,,,,,,,,,,,
HSBC ASSET MANAGEMENT (INDIA) PVT. LTD. INP000001322,DEBT,GOI MANDATE,16571.40502,0.58,1.72,3.48,0,0,0,0,0,7.57
HSBC ASSET MANAGEMENT (INDIA) PVT. LTD. INP000001322,DEBT,Benchmark: Benchmark0,,0,0,0,0,0,0,0,0,0
HSBC ASSET MANAGEMENT (INDIA) PVT. LTD. INP000001322,DEBT,HSBC Cash Management Portfolio,13.9216,0.44,1.29,2.63,5.79,6.12,6.17,0,0,5.72
HSBC ASSET MANAGEMENT (INDIA) PVT. LTD. INP000001322,DEBT,Benchmark: CRISILCOMBOND,,0.68,0.85,1.89,7.3,8.47,8.1,0,0,6.51
Trust Investment Advisors Pvt. Ltd. INP000001843,DEBT,,,,,,,,,,,
Trust Investment Advisors Pvt. Ltd. INP000001843,DEBT,Debt Portfolio Plan,3.04,2.25,3.09,4.81,100.67,47.68,30.34,24.47,21.14,10.94
Trust Investment Advisors Pvt. Ltd. INP000001843,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.48,8.1,6.39,5.88,7.57
IIFL Capital Services Limited INP000002213,DEBT,,,,,,,,,,,
IIFL Capital Services Limited INP000002213,DEBT,IIFL Liquid Portfolio,30.94,0.44,1.28,0,0,0,0,0,0,2.21
IIFL Capital Services Limited INP000002213,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,0,0,0,0,0,0,1.5
RELIANCE WEALTH MANAGEMENT LIMITED INP000002353,DEBT,,,,,,,,,,,
RELIANCE WEALTH MANAGEMENT LIMITED INP000002353,DEBT,ALPHALIQUIDS,1.3,0.45,1.38,2.95,6.6,6.92,6.97,6.3,5.6,5.41
RELIANCE WEALTH MANAGEMENT LIMITED INP000002353,DEBT,Benchmark: CRISILCOMPOSI,,0,0,0,0,2.13,3.33,2.98,3.18,4.59
RELIANCE WEALTH MANAGEMENT LIMITED INP000002353,DEBT,ALPHAMULTIPLR,0.19,0,0,-41.66,-41.66,-23.49,-14.82,-12.95,-10.51,-21.39
RELIANCE WEALTH MANAGEMENT LIMITED INP000002353,DEBT,Benchmark: CRISILCOMPOSI,,0,0,0,0,2.13,3.33,2.98,3.18,5.51
RELIANCE WEALTH MANAGEMENT LIMITED INP000002353,DEBT,ALPHAYIELDMUL,3.15,0,0,0,0,0,-1.69,-2.41,7.99,6.32
RELIANCE WEALTH MANAGEMENT LIMITED INP000002353,DEBT,Benchmark: CRISILCOMPOSI,,0,0,0,0,2.13,3.33,2.98,3.18,4.95
ALLEGRO SECURITIES PRIVATE LIMITED INP000002437,DEBT,,,,,,,,,,,
ALLEGRO SECURITIES PRIVATE LIMITED INP000002437,DEBT,DEBTFOF Long Term Capital Appreciation through DEBT MF,3.66647,0.79,1.37,3.24,8.19,8.25,9.69,8.03,7.33,7.76
ALLEGRO SECURITIES PRIVATE LIMITED INP000002437,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,6.91
ALLEGRO SECURITIES PRIVATE LIMITED INP000002437,DEBT,LIQUID FUNDS,0.93022,0.48,1.29,2.73,6.15,6.51,6.51,5.82,5.18,5.04
ALLEGRO SECURITIES PRIVATE LIMITED INP000002437,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,6.91
Credit Suisse Securities India Private Limited INP000002478,DEBT,,,,,,,,,,,
Credit Suisse Securities India Private Limited INP000002478,DEBT,Fixed Income-Medium Term,0,0,0,0,0,0,0,0,0,0
Credit Suisse Securities India Private Limited INP000002478,DEBT,Benchmark: CRISILCOMPBON,,0,0,0,0,0,0,0,0,0
Credit Suisse Securities India Private Limited INP000002478,DEBT,Fixed Income-Short term,0,0,0,0,0,0,0,0,0,0
Credit Suisse Securities India Private Limited INP000002478,DEBT,Benchmark: CRISILCOMPBON,,0,0,0,0,0,0,0,0,0
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED INP000002585,DEBT,,,,,,,,,,,
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED INP000002585,DEBT,Barclays Discretionary Dynamic Fixed Income,18.10103,0.88,1.61,3.55,8.41,8.65,7.6,7.29,14.07,11.76
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED INP000002585,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.37
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED INP000002585,DEBT,Barclays Discretionary Treasury Advantage,29.00021,0.45,1.34,2.84,6.37,6.66,6.56,5.88,0,5.67
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED INP000002585,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.34
DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED INP000002825,DEBT,,,,,,,,,,,
DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED INP000002825,DEBT,DIIPL- Discretionary India Flexi Bond Mandate,159.48766,0.98,1.94,4.44,9.51,9.44,8.4,8.04,0,8
DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED INP000002825,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,6.18,0,6.02
DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED INP000002825,DEBT,Income Generation,21.56483,0.76,1.25,3.12,8.07,8.54,7.13,7.4,0,8.28
DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED INP000002825,DEBT,Benchmark: NIFTY Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,6.18,0,6.22
AlfAccurate Advisors Pvt. Ltd. INP000003419,DEBT,,,,,,,,,,,
AlfAccurate Advisors Pvt. Ltd. INP000003419,DEBT,AAA LIQUID PLAN,29.98685,0.43,1.18,2.37,5.02,4.71,4.64,4.1,0,3.61
AlfAccurate Advisors Pvt. Ltd. INP000003419,DEBT,Benchmark: Crisil Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,5.97
HEDGE EQUITIES LTD INP000003476,DEBT,,,,,,,,,,,
HEDGE EQUITIES LTD INP000003476,DEBT,HEDGE EQUITIES LTD (For) FINANCIAL FREEDOM-DEBT,0.51,0.83,2.74,0,0,0,0,0,0,3.22
HEDGE EQUITIES LTD INP000003476,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,0,0,0,0,0,0,0.42
NJ ASSET MANAGEMENT PRIVATE LIMITED INP000003518,DEBT,,,,,,,,,,,
NJ ASSET MANAGEMENT PRIVATE LIMITED INP000003518,DEBT,Liquid Portfolio - Debt Strategy,21.125,0.48,1.44,2.97,6.54,6.86,6.82,6.14,5.5,5.45
NJ ASSET MANAGEMENT PRIVATE LIMITED INP000003518,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.1,7.83,6.18,5.85,6.18
Axis Asset Management Company Limited INP000003534,DEBT,,,,,,,,,,,
Axis Asset Management Company Limited INP000003534,DEBT,Axis Fixed Income Portfolio,334.9761,0.99,1.81,3.05,9.12,0,0,0,0,9.08
Axis Asset Management Company Limited INP000003534,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,0,0,0,0,7.82
Axis Asset Management Company Limited INP000003534,DEBT,Axis Liquid Portfolio,2.09303,0.48,1.28,2.87,6.57,6.91,6.87,6.2,5.54,3.56
Axis Asset Management Company Limited INP000003534,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.68
VALUEQUEST INVESTMENT ADVISORS PVT. LTD. INP000003724,DEBT,,,,,,,,,,,
VALUEQUEST INVESTMENT ADVISORS PVT. LTD. INP000003724,DEBT,ValueQuest Liquid,38.8,0.45,1.27,2.51,5.36,0,0,0,0,5.44
VALUEQUEST INVESTMENT ADVISORS PVT. LTD. INP000003724,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,0,0,0,0,8.25
ICICI Securities Limited INP000004060,DEBT,,,,,,,,,,,
ICICI Securities Limited INP000004060,DEBT,ICICI Securities Liquid Strategy,0,0,0,0,0,0,0,0,0,0
ICICI Securities Limited INP000004060,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,0,0,0,0,0,6.28
ICICI Securities Limited INP000004060,DEBT,ISEC Conservative Portfolio,1.43,1.74,3.11,5.84,9.95,12.7,11.32,8.73,0,8.56
ICICI Securities Limited INP000004060,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.52
ICICI Securities Limited INP000004060,DEBT,ISEC Risk Averse Portfolio,0,0,0,0,0,0,0,0.33,0,0.54
ICICI Securities Limited INP000004060,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.42
ICICI Securities Limited INP000004060,DEBT,ISEC STP Portfolio,7.27,0.48,1.46,3.05,6.8,7.12,7.09,6.41,0,6.07
ICICI Securities Limited INP000004060,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.17
ICICI Securities Limited INP000004060,DEBT,Sterling Portfolio- Conservative Portfolio,11.65,1.62,2.52,4.11,8.04,12.13,0,0,0,11.31
ICICI Securities Limited INP000004060,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,7.3,8.47,0,0,0,8
ICICI Securities Limited INP000004060,DEBT,Sterling Portfolio- Risk Averse Portfolio,9.67,0.68,0.94,2.08,7.29,8.1,0,0,0,7.62
ICICI Securities Limited INP000004060,DEBT,Benchmark: CRISILCBFI,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.85
Piramal Fund Management Private Limited INP000004136,DEBT,,,,,,,,,,,
Piramal Fund Management Private Limited INP000004136,DEBT,Domestic Real Estate Strategy 1- Ashiana,0,0,0,0,0,0,0,0,0,0
Piramal Fund Management Private Limited INP000004136,DEBT,Benchmark: 0,,0,0,0,0,0,0,0,0,0
MOTILAL OSWAL WEALTH LIMITED INP000004409,DEBT,,,,,,,,,,,
MOTILAL OSWAL WEALTH LIMITED INP000004409,DEBT,MOWMPL-Structured Product-DPMS,26.94836,0.69,2.21,6.05,11.1,10.36,9.48,8.65,8.68,8.74
MOTILAL OSWAL WEALTH LIMITED INP000004409,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.57
MOTILAL OSWAL WEALTH LIMITED INP000004409,DEBT,MOWPL - Delphi Conservative Approach,3.19472,0.54,1.12,2.68,6.1,7.01,6.88,5.43,0,5.28
MOTILAL OSWAL WEALTH LIMITED INP000004409,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,5.81
PhillipCapital (India) Private Limited INP000004433,DEBT,,,,,,,,,,,
PhillipCapital (India) Private Limited INP000004433,DEBT,Phillip Conservative Credit Regular,1.51238,0,0,0,0,0,0,0,0,1.98
PhillipCapital (India) Private Limited INP000004433,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0,0,0,0,0,0,0,0,0.18
PhillipCapital (India) Private Limited INP000004433,DEBT,Phillip Income Builder Portfolio Growth,278.56289,0.73,2.56,5.55,11.75,14.58,0,0,0,14.97
PhillipCapital (India) Private Limited INP000004433,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,7.97
PhillipCapital (India) Private Limited INP000004433,DEBT,Phillip Income Builder Portfolio Regular Income,193.26347,0.72,2.68,6.04,12.53,15.32,0,0,0,15.31
PhillipCapital (India) Private Limited INP000004433,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,0,0,0,8.51
PhillipCapital (India) Private Limited INP000004433,DEBT,Phillip Conservative Credit Growth,26.14759,0,0,0,0,0,0,0,0,1.47
PhillipCapital (India) Private Limited INP000004433,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0,0,0,0,0,0,0,0,0.29
PhillipCapital (India) Private Limited INP000004433,DEBT,Phillip Income Builder Portfolio Premier,16.78029,0.94,2.68,5.27,13.37,0,0,0,0,14.71
PhillipCapital (India) Private Limited INP000004433,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.3,0,0,0,0,7.91
Emkay Investment Managers Limited INP000004458,DEBT,,,,,,,,,,,
Emkay Investment Managers Limited INP000004458,DEBT,EMKAY LIQUID STRATEGY,12.08767,0.42,1.23,2.49,5.24,6.17,6.26,5.75,5.09,5.04
Emkay Investment Managers Limited INP000004458,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,6.05
Karvy Capital Limited INP000004524,DEBT,,,,,,,,,,,
Karvy Capital Limited INP000004524,DEBT,Aegis Debt,5.4133,0.78,2.29,4.78,10.47,10.31,10.12,10.16,10.3,9.86
Karvy Capital Limited INP000004524,DEBT,Benchmark: CRISIL  EAggressive Credit Debt Term Index,,0.95,2.34,4.75,10.72,10.16,10.81,10.16,10.18,10.29
Karvy Capital Limited INP000004524,DEBT,Aegis MLD,0,0,0,0,0,0,0,0,0,0
Karvy Capital Limited INP000004524,DEBT,Benchmark: CRISIL  EAggressive Credit Debt Term Index,,1.02,2.26,4.72,10.69,10.15,10.79,10.16,10.18,10.31
Karvy Capital Limited INP000004524,DEBT,Demeter,73.5856,0.39,1.09,2.45,6.24,7.98,6.73,7.3,8.19,11.15
Karvy Capital Limited INP000004524,DEBT,Benchmark: CRISIL  EAggressive Credit Debt Term Index,,0.95,2.34,4.75,10.72,10.16,10.81,10.16,10.18,10.26
Karvy Capital Limited INP000004524,DEBT,Excel,94.2547,0.75,2.27,4.84,10.88,11.12,11.28,11.21,11.28,10.65
Karvy Capital Limited INP000004524,DEBT,Benchmark: CRISIL  EAggressive Credit Debt Term Index,,0.95,2.34,4.75,10.72,10.16,10.81,10.16,10.18,9.75
360 ONE Asset Management Limited INP000004565,DEBT,,,,,,,,,,,
360 ONE Asset Management Limited INP000004565,DEBT,360 ONE Large Value Strategy Debt PMS,0,0,0,0,0,0,0,0,0,0
360 ONE Asset Management Limited INP000004565,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,4.75,10.72,0,0,0,0,10.81
360 ONE Asset Management Limited INP000004565,DEBT,360 ONE LIQUID STRATEGY PMS,1.18,0.45,1.37,0,0,0,0,0,0,2.66
360 ONE Asset Management Limited INP000004565,DEBT,Benchmark: CRISIL-C-BOND,,0.68,0.85,0,0,0,0,0,0,1.8
360 ONE Asset Management Limited INP000004565,DEBT,360 ONE Real Estate PMS,4.29,-0.05,0.9,1.7,277.74,101.35,55.61,39.5,29.74,7.76
360 ONE Asset Management Limited INP000004565,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,4.75,10.72,10.16,10.82,10.17,10.18,10.1
360 ONE Asset Management Limited INP000004565,DEBT,Customised Discretionary Portfolio - Debt,0.03,-0.05,-4.54,-5.72,9.62,3.3,4.72,4.14,5.54,3.85
360 ONE Asset Management Limited INP000004565,DEBT,Benchmark: CRISILCREDIT,,0.95,2.34,4.75,10.72,10.16,10.82,10.17,10.18,9.73
EDELWEISS ASSET MANAGEMENT LIMITED INP000004631,DEBT,,,,,,,,,,,
EDELWEISS ASSET MANAGEMENT LIMITED INP000004631,DEBT,Edelweiss Structured Solutions Approach,3.2,1.2,3.55,7.62,16.51,13.17,11.89,10.79,13.76,9.04
EDELWEISS ASSET MANAGEMENT LIMITED INP000004631,DEBT,Benchmark: Crisil Aggressive Credit Debt Term Index,,0.95,2.34,4.75,10.72,10.16,10.81,10.16,10.18,9.99
Trivantage Capital Managment India Private Limited INP000004656,DEBT,,,,,,,,,,,
Trivantage Capital Managment India Private Limited INP000004656,DEBT,Customised Portfolio Approach 2,7.44,1.56,6.21,8.38,14.36,12.37,10.31,7.75,8.31,7.06
Trivantage Capital Managment India Private Limited INP000004656,DEBT,Benchmark: CRISIL Composite Bond,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.65
Trivantage Capital Managment India Private Limited INP000004656,DEBT,Customised Portfolio Approach 3,0.15,0.47,1.18,2.53,3.73,4.92,6.16,3.86,4.01,6.87
Trivantage Capital Managment India Private Limited INP000004656,DEBT,Benchmark: CRISIL Composite Bond,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.52
Buoyant Capital Private Limited INP000005000,DEBT,,,,,,,,,,,
Buoyant Capital Private Limited INP000005000,DEBT,Buoyant Liquid PMS,222.98,0.39,1.1,2.17,4.88,5.43,0,0,0,4.7
Buoyant Capital Private Limited INP000005000,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,0,0,0,7.71
Ambit Investment Advisors Private Limited INP000005059,DEBT,,,,,,,,,,,
Ambit Investment Advisors Private Limited INP000005059,DEBT,AMBIT STP PORTFOLIO,1.21,0.39,0.78,1.68,-0.61,2.07,3.23,3.31,0,3.28
Ambit Investment Advisors Private Limited INP000005059,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,6.32
SANCTUM WEALTH PRIVATE LIMITED INP000005067,DEBT,,,,,,,,,,,
SANCTUM WEALTH PRIVATE LIMITED INP000005067,DEBT,Sanctum Liquid Management,2.78,0.31,0.97,1.7,4.72,6.9,6.29,5.73,0,5.24
SANCTUM WEALTH PRIVATE LIMITED INP000005067,DEBT,Benchmark: CRISILCOMP,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,5.84
VALENTIS ADVISORS PRIVATE LIMITED INP000005125,DEBT,,,,,,,,,,,
VALENTIS ADVISORS PRIVATE LIMITED INP000005125,DEBT,Valentis Debt Staggered Investment Fund,5.61782,0.45,2.03,3.53,6.83,4.91,4.7,4.61,0,4.57
VALENTIS ADVISORS PRIVATE LIMITED INP000005125,DEBT,Benchmark: CRISIL Composite Bond Fund Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,0,5.96
TCG Advisory Services Private Limited INP000005133,DEBT,,,,,,,,,,,
TCG Advisory Services Private Limited INP000005133,DEBT,TCG Liquid Portfolio,13.07,0.38,1.19,2.55,6.1,0,0,0,0,6.03
TCG Advisory Services Private Limited INP000005133,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,0,0,0,0,7.08
Scient Capital Private Limited INP000005166,DEBT,,,,,,,,,,,
Scient Capital Private Limited INP000005166,DEBT,DPMS ARIES Portfolio,10,0.08,4.93,5.23,-1.5,3.02,2.23,2.92,3.31,5.68
Scient Capital Private Limited INP000005166,DEBT,Benchmark: CRISIL Aggressive Credit Debt Term Index Scient PM,,0.95,2.34,4.75,10.72,10.17,10.18,8.56,8.44,0
Scient Capital Private Limited INP000005166,DEBT,DPMS ORION Portfolio,3.49,-0.28,-0.06,-0.42,-9.99,-12.3,-15.5,-10.48,-8.06,0
Scient Capital Private Limited INP000005166,DEBT,Benchmark: CRISIL Aggressive Credit Debt Term Index Scient PM,,0.95,2.34,4.75,10.72,10.17,10.18,8.56,8.44,0
Scient Capital Private Limited INP000005166,DEBT,Zen DPMS,1.23,-0.45,0.03,1.46,4.19,4.28,4.91,5.36,0,5.36
Scient Capital Private Limited INP000005166,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.48,8.04,7.09,0,7.04
Invesco Asset Management (India) Private Limited INP000005273,DEBT,,,,,,,,,,,
Invesco Asset Management (India) Private Limited INP000005273,DEBT,Invesco India Cash Management Portfolio,7.35461,0.48,1.42,3,6.64,6.94,6.84,6.16,5.46,-10.71
Invesco Asset Management (India) Private Limited INP000005273,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.47,8.1,6.39,5.88,7.99
Paterson Securities Private Ltd INP000005422,DEBT,,,,,,,,,,,
Paterson Securities Private Ltd INP000005422,DEBT,ACTIVELY MANAGED TOTAL RETURN PORTFOLIO,7.84,1,2,3.19,9.32,0,0,0,0,9.28
Paterson Securities Private Ltd INP000005422,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,0,0,0,0,0
Buglerock Capital Private Limited INP000005430,DEBT,,,,,,,,,,,
Buglerock Capital Private Limited INP000005430,DEBT,Liquid STP,5.97,0.38,0.94,1.73,3.46,3.27,0,0,0,3.11
Buglerock Capital Private Limited INP000005430,DEBT,Benchmark: Crisil Composite Bond Fund Index,,0.68,0.85,1.89,7.37,8.47,0,0,0,7.7
Capitalmind Financial Services Private Limited INP000005847,DEBT,,,,,,,,,,,
Capitalmind Financial Services Private Limited INP000005847,DEBT,Custom Portfolio 1,9.5825,0.58,1.29,2.86,7.19,7.33,7.09,6.14,5.68,5.83
Capitalmind Financial Services Private Limited INP000005847,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.48,8.1,6.4,5.88,7.02
Capitalmind Financial Services Private Limited INP000005847,DEBT,Custom Portfolio 11,5.471,0.66,0.46,0.1,5.26,8.19,7.53,6.19,5.71,5.63
Capitalmind Financial Services Private Limited INP000005847,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.48,8.1,6.4,5.88,6
Capitalmind Financial Services Private Limited INP000005847,DEBT,Custom Portfolio 3,5.0289,0.69,1.03,2.6,7.9,8.3,7.98,6.72,6.23,7.11
Capitalmind Financial Services Private Limited INP000005847,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.48,8.1,6.4,5.88,7.4
Capitalmind Financial Services Private Limited INP000005847,DEBT,Custom Portfolio 5,1.0232,0.49,-0.2,-0.96,5.05,8.09,7.68,6.24,5.66,6.36
Capitalmind Financial Services Private Limited INP000005847,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.48,8.1,6.4,5.88,6.85
Capitalmind Financial Services Private Limited INP000005847,DEBT,Custom Portfolio 6,0.3233,0.66,1.26,3.01,7.88,7.97,7.6,6.51,6.06,6.51
Capitalmind Financial Services Private Limited INP000005847,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.48,8.1,6.4,5.88,7.08
Capitalmind Financial Services Private Limited INP000005847,DEBT,Strategic Debt,38.4401,0.63,0.53,0.46,5.51,7.91,7.41,6.15,5.68,6.34
Capitalmind Financial Services Private Limited INP000005847,DEBT,Benchmark: CRISIL Composite Bond Index,,0.68,0.85,1.89,7.3,8.48,8.1,6.4,5.88,6.85
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,,,,,,,,,,,
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,360 ONE Mandate - Debt,10.56,1.34,4.11,6.4,12.26,10.85,8.81,0,0,7.95
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,0,0,6.21
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,360 ONE Premium Fixed Income - Medium Term,0,0,0,0,0,2319.33,791.08,0,0,674.72
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,0,0,7.4
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,360 ONE Premium Fixed Income-Short term,32.15,0.73,2.15,4.22,9.56,-6.58,-2.53,-0.91,0.24,3.66
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,DEBT,Benchmark: Nifty Medium to Long Duration Debt Index,,0.73,0.17,1.19,6.77,8.11,7.84,6.18,5.85,7.35
